"ID","Continent","LocX","LocY","LocZ","AreaName_Lang_enUS","AreaName_Lang_enGB","AreaName_Lang_koKR","AreaName_Lang_frFR","AreaName_Lang_deDE","AreaName_Lang_enCN","AreaName_Lang_zhCN","AreaName_Lang_enTW","AreaName_Lang_zhTW","AreaName_Lang_esES","AreaName_Lang_esMX","AreaName_Lang_ruRU","AreaName_Lang_ptPT","AreaName_Lang_ptBR","AreaName_Lang_itIT","AreaName_Lang_Unk","AreaName_Lang_Mask"
"1453","0","581","-3827","119","The Hinterlands, Seradane","The Hinterlands, Seradane","Les Hinterlands, Seradane","Hinterland, Seradane","","","Tierras del Interior, Seradane","Tierras del Interior, Seradane","Внутренние земли, Серадан","","","","","","","","16712190"
"1454","0","-192","-3043","120","The Hinterlands, Shadra'Alor","The Hinterlands, Shadra'Alor","Les Hinterlands, Shadra'Alor","Hinterland, Shadra'Alor","","","Tierras del Interior, Los Acantilados Dominantes","Tierras del Interior, Los Acantilados Dominantes","Внутренние земли, Шадра'Алор","","","","","","","","16712190"
"1455","0","-2953","-1758","9","Wetlands, Sundown Marsh","Wetlands, Sundown Marsh","Les Paluns, Marais du couchant","Sumpfland, Sonnenwendmarschen","","","Los Humedales, Pantano del Ocaso","Los Humedales, Pantano del Ocaso","Болотина, Закатное болото","","","","","","","","16712190"
"1456","0","-3979","-2848","12","Wetlands, South Road","Wetlands, South Road","Les Paluns, route du sud","Sumpfland, Südstraße","","","Los Humedales, Camino del Sur","Los Humedales, Camino del Sur","Болотина, Южная дорога","","","","","","","","16712190"
"1457","0","-3343","-3424","64","Wetlands, Raptor Ridge","Wetlands, Raptor Ridge","Les Paluns, Crête des raptors","Sumpfland, Raptorgrat","","","Los Humedales, Colina del Raptor","Los Humedales, Colina del Raptor","Болотина, Гряда Ящеров","","","","","","","","16712190"
"1458","0","-13325","153","17","Stranglethorn Vale, Gurubashi Arena","Stranglethorn Vale, Gurubashi Arena","Vallée de Strangleronce, Arène des Gurubashi","Schlingendorntal, Arena der Gurubashi","","","Vega de Tuercespina, Arena Gurubashi","Vega de Tuercespina, Arena Gurubashi","Тернистая долина, Арена Гурубаши","","","","","","","","16712190"
"1459","0","-12547","-586","39","Stranglethorn Vale, Central GY","Stranglethorn Vale, Central GY","Vallée de Strangleronce, CI central","Schlingendorntal, Zentraler FH","","","Vega de Tuercespina, CE Central","Vega de Tuercespina, CE Central","Тернистая долина, Центральное кладбище","","","","","","","","16712190"
"1460","0","-12001","429","2","Stranglethorn Vale, Savage Coast","Stranglethorn Vale, Savage Coast","Vallée de Strangleronce, la Côte sauvage","Schlingendorntal, Ungezähmte Küste","","","Vega de Tuercespina, La Costa Salvaje","Vega de Tuercespina, La Costa Salvaje","Тернистая долина, Гибельный берег","","","","","","","","16712190"
"1461","0","-10839","-480","42","Duskwood, Central GY","Duskwood, Central GY","Bois de la Pénombre, CI central","Dämmerwald, Zentraler FH","","","Durotar, CE Central","Durotar, CE Central","Сумеречный лес, Центральное кладбище","","","","","","","","16712190"
"1462","0","-11218","1711","39","Westfall, Dagger Hills","Westfall, Dagger Hills","Marche de l'ouest, les collines de la Dague","Westfall, Dolchhügel","","","Páramos de Poniente, Las Colinas Afiladas","Páramos de Poniente, Las Colinas Afiladas","Западный Край, Холмы Разбойничьих Кинжалов","","","","","","","","16712190"
"1463","0","-9980","1758","37","Westfall, Longshore","Westfall, Longshore","Les Paluns, Longrivage","Westfall, Die endlose Küste","","","Páramos de Poniente, Playa Larga","Páramos de Poniente, Playa Larga","Западный Край, Бескрайний берег","","","","","","","","16712190"
"1464","0","-11806","-2962","7","Blasted Lands, Dark Portal","Blasted Lands, Dark Portal","Terres foudroyées, la Porte des ténèbres","Verwüstete Lande, Dunkles Portal","","","Las Tierras Devastadas, El Portal Oscuro","Las Tierras Devastadas, El Portal Oscuro","Выжженные земли, Темный портал","","","","","","","","16712190"
"1465","0","-10320","-4121","22","Swamp of Sorrows, Pool of Tears","Swamp of Sorrows, Pool of Tears","Marais des Chagrins, Bassin des larmes","Sümpfe des Elends, Tränenteich","","","Pantano de las Penas, Charca de Lágrimas","Pantano de las Penas, Charca de Lágrimas","Болото Печали, Озеро Слез","","","","","","","","16712190"
"1466","0","-10347","-2585","23","Swamp of Sorrows, Splinterspear","Swamp of Sorrows, Splinterspear","Marais des Chagrins, Lance-brisée","Sümpfe des Elends, Splitterspeer","","","Pantano de las Penas, Lanzarrota","Pantano de las Penas, Lanzarrota","Болото Печали, Развилка Расщепленного Копья","","","","","","","","16712190"
"1467","0","-9473","-3009","134","Redridge Mountains, Stonewatch","Redridge Mountains, Stonewatch","Les Carmines, Guet-de-pierre","Rotkammgebirge, Steinwacht","","","Montañas Crestagrana, Petravista","Montañas Crestagrana, Petravista","Красногорье, Крепость Каменной Стражи","","","","","","","","16712190"
"1468","0","-9564","-605","58","Elwynn Forest, Tower of Azora","Elwynn Forest, Tower of Azora","Forêt d'Elwynn, Tour d'Azora","Wald von Elwynn, Turm von Azora","","","Bosque de Elwynn, Torre de Azora","Bosque de Elwynn, Torre de Azora","Элвиннский лес, Башня Азоры","","","","","","","","16712190"
"1469","0","-7923","-1353","134","Burning Steppes, Blackrock Mountain","Burning Steppes, Blackrock Mountain","Steppes ardentes, Mont Rochenoire","Brennende Steppe, Schwarzfels","","","Las Estepas Ardientes, Montaña Roca Negra","Las Estepas Ardientes, Montaña Roca Negra","Пылающие степи, Черная гора","","","","","","","","16712190"
"1470","0","-7987","-2370","123","Burning Steppes, East GY","Burning Steppes, East GY","Steppes ardentes, CI est","Brennende Steppe, Ost-FH","","","Las Estepas Ardientes, CE Este","Las Estepas Ardientes, CE Este","Пылающие степи, Восточное кладбище","","","","","","","","16712190"
"1471","0","-5382","36","395","Dun Morogh, Iceflow Lake","Dun Morogh, Iceflow Lake","Dun Morogh, Lac glacial","Dun Morogh, Eiswellensee","","","Dun Morogh, Lago Glacial","Dun Morogh, Lago Glacial","Дун Морог, Заледеневшее озеро","","","","","","","","16712190"
"1472","0","-5475","-1845","399","Dun Morogh, East Road","Dun Morogh, East Road","Dun Morogh, Route est","Dun Morogh, Oststraße","","","Dun Morogh, Camino Este","Dun Morogh, Camino Este","Дун Морог, Восточная дорога","","","","","","","","16712190"
"1473","0","-5329","-3779","310","Loch Modan, The Loch","Loch Modan, The Loch","Loch Modan, le Loch","Loch Modan, Der Loch","","","Loch Modan, El Lago","Loch Modan, El Lago","Лок Модан, Озеро Лок","","","","","","","","16712190"
"1474","571","5463","2840","418","Wintergrasp, Fortress Graveyard (Indoors)","Wintergrasp, Fortress Graveyard (Indoors)","Joug-d'hiver, Cimetière de la forteresse (intérieur)","Tausendwinter, Friedhof der Festung (drinnen)","","","Conquista del Invierno, cementerio de la fortaleza (interior)","Conquista del Invierno, cementerio de la fortaleza (interior)","Ледяные Оковы, Кладбище крепости (интерьер)","","","","","","","","16712190"
"1476","1","-103","-694","4","Stonetalon Mountains, Southeast GY","Stonetalon Mountains, Southeast GY","Les Serres-Rocheuses, CI sud-est","Steinkrallengebirge, Südosten FH","","","Sierra Espolón, CE Sureste","Sierra Espolón, CE Sureste","Когтистые горы, юго-восточное кладбище","","","","","","","","16712190"
"1477","571","4680","51","73","Dragonblight, Crystal Vice GY","Dragonblight, Crystal Vice GY","Désolation des dragons, CI de l'Étau de cristal","Drachenöde, Kristallschlucht FH","","","Cementerio de Dragones, CE Vicio de Cristal","Cementerio de Dragones, CE Vicio de Cristal","Драконий Погост, кладбище Порочных Кристаллов","","","","","","","","16712190"
"1478","571","8466","450","596","Icecrown, Argent Tournament GY","Icecrown, Argent Tournament GY","Couronne de glace, CI du Tournoi d'Argent","Eiskrone, Argentumturnier FH","","","Corona de Hielo, CE Torneo Argenta","Corona de Hielo, CE Torneo Argenta","Ледяная Корона, Кладбище Серебряного турнира","","","","","","","","16712190"
"1480","628","635","-279","11","Icecrown BG - GY - Docks","Icecrown BG - GY - Docks","CB Couronne de glace - CI - Quais","Icecrown BG - GY - Docks","","","Corona de Hielo, CP, CE, embarcaderos","Corona de Hielo, CP, CE, embarcaderos","Icecrown BG - GY - Docks","","","","","","","","16712190"
"1481","628","774","-1094","135","Icecrown BG - GY - Airport","Icecrown BG - GY - Airport","CB Couronne de glace - CI - Aéroport","Icecrown BG - GY - Airport","","","Corona de Hielo, CP, CE, aeropuerto","Corona de Hielo, CP, CE, aeropuerto","Icecrown BG - GY - Airport","","","","","","","","16712190"
"1482","628","774","-660","8","Icecrown BG - GY - Workshop","Icecrown BG - GY - Workshop","CB Couronne de glace - CI - Atelier","Icecrown BG - GY - Workshop","","","Corona de Hielo, CP, CE, taller","Corona de Hielo, CP, CE, taller","Icecrown BG - GY - Workshop","","","","","","","","16712190"
"1483","628","455","-314","50","Icecrown BG - GY - Alliance Default","Icecrown BG - GY - Alliance Default","CB Couronne de glace - CI - Alliance par défaut","EiskronenSZ - FH - Allianzstandard","","","Corona de Hielo, CP, CE, predeterminado Alianza","Corona de Hielo, CP, CE, predeterminado Alianza","Icecrown BG - GY - Alliance Default","","","","","","","","16712190"
"1484","628","1141","-1226","14","Icecrown BG - GY - Horde Default","Icecrown BG - GY - Horde Default","CB Couronne de glace - CI - Horde par défaut","EiskronenSZ - FH - Hordestandard","","","Corona de Hielo, CP, CE, predeterminado Horda","Corona de Hielo, CP, CE, predeterminado Horda","Icecrown BG - GY - Horde Default","","","","","","","","16712190"
"1485","628","278","-876","48","Icecrown BG - GY - Alliance Keep","Icecrown BG - GY - Alliance Keep","CB Couronne de glace - CI - Donjon de l'Alliance","Eiskrone-BG - FH - Allianzfestung","","","Corona de Hielo CP - CE - Fortaleza de la Alianza","Corona de Hielo CP - CE - Fortaleza de la Alianza","ПБ Ледяной Короны - кладбище - крепость Альянса","","","","","","","","16712190"
"1486","628","1302","-814","48","Icecrown BG - GY - Horde Keep","Icecrown BG - GY - Horde Keep","CB Couronne de glace - CI - Donjon de la Horde","Eiskrone-BG - FH - Hordenfestung","","","Corona de Hielo CP - CE - Fortaleza de la Horda","Corona de Hielo CP - CE - Fortaleza de la Horda","ПБ Ледяной Короны - кладбище - крепость Орды","","","","","","","","16712190"
"1493","1","-647","-1118","211","The Barrens, Honor's Stand","The Barrens, Honor's Stand","Les Tarides, le lieu de l'Honneur","Das Brachland, Ehrenmal","","","Los Baldíos, El Alto del Honor","Los Baldíos, El Alto del Honor","Степи, Застава Чести","","","","","","","","16712190"
"1681","1","-4556","-3599","41","Dustwallow Marsh, The Wyrmbog","Dustwallow Marsh, The Wyrmbog","Marécage d'Âprefange, Tourbière du Ver","Düstermarschen, der Drachensumpf","","","Marjal Revolcafango, Ciénaga de Fuego","Marjal Revolcafango, Ciénaga de Fuego","Пылевые топи, Драконьи топи","","","","","","","","16712190"
"1682","571","6447","2060","564","Icecrown Glacier, Citadel GY","Icecrown Glacier, Citadel GY","Glacier de la Couronne de glace, CI de la citedelle","Eiskronengletscher, Zitadelle FH","","","Glaciar de la Corona de Hielo, Ciudadela CE","Glaciar de la Corona de Hielo, Ciudadela CE","Ледник Ледяной Короны, Цитадель: кладбище","","","","","","","","16712190"
"1683","580","1620","624","32","Sunwell - Quel'Delar Entrance","Sunwell - Quel'Delar Entrance","Puits de soleil - Entrée de Quel'Delar","Sonenbrunnen - Eingang zu Quel'Delar","","","La Fuente del Sol - Entrada a Quel'Delar","La Fuente del Sol - Entrada a Quel'Delar","Вход в Солнечный Колодец - Кель'Делар","","","","","","","","16712190"
"1691","0","-13205","272","21","AAA - Arena (Dev Test)","AAA - Arena (Dev Test)","AAA - Arène (Dev Test)","AAA - Arena (Dev Test)","","","AAA - Arena (Dev Test)","AAA - Arena (Dev Test)","AAA - Arena (Dev Test)","","","","","","","","16712190"
"1720","571","2585","-5808","296","Howling Fjord, Frostblade GY","Howling Fjord, Frostblade GY","Fjord Hurlant, Givrelame CI","Heulender Fjord, Frostklingenfriedhof","","","Howling Fjord, Frostblade GY","Howling Fjord, Frostblade GY","Ревущий фьорд, Кладбище Ледяного Клинка","","","","","","","","16712190"
"1730","801","649","971","41","Battlefield Horde Start","Battlefield Horde Start","Battlefield Horde Start","Battlefield Horde Start","","","Battlefield Horde Start","Battlefield Horde Start","Battlefield Horde Start","","","","","","","","16712190"
"1731","801","-294","1297","86","Battlefield Alliance Start","Battlefield Alliance Start","Battlefield Alliance Start","Battlefield Alliance Start","","","Battlefield Alliance Start","Battlefield Alliance Start","Battlefield Alliance Start","","","","","","","","16712190"
"1740","801","654","955","43","SV_Horde_Graveyard","SV_Horde_Graveyard","SV_Horde_Graveyard","SV_Horde_Graveyard","","","SV_Horde_Graveyard","SV_Horde_Graveyard","SV_Horde_Graveyard","","","","","","","","16712190"
"1741","801","-290","1270","87","SV_Alliance_Graveyard","SV_Alliance_Graveyard","SV_Alliance_Graveyard","SV_Alliance_Graveyard","","","SV_Alliance_Graveyard","SV_Alliance_Graveyard","SV_Alliance_Graveyard","","","","","","","","16712190"
"1742","801","291","1396","28","SV_Mine_Graveyard","SV_Mine_Graveyard","SV_Mine_Graveyard","SV_Mine_Graveyard","","","SV_Mine_Graveyard","SV_Mine_Graveyard","SV_Mine_Graveyard","","","","","","","","16712190"
"1743","801","198","1133","-20","SV_PRISON","SV_PRISON","SV_PRISON","SV_PRISON","","","SV_PRISON","SV_PRISON","SV_PRISON","","","","","","","","16712190"
"1744","801","71","897","0","SV_BOSS_GRAVEYARD","SV_BOSS_GRAVEYARD","SV_BOSS_GRAVEYARD","SV_BOSS_GRAVEYARD","","","SV_BOSS_GRAVEYARD","SV_BOSS_GRAVEYARD","SV_BOSS_GRAVEYARD","","","","","","","","16712190"
"1726","726","2142,6","175,918","43,6513","Twin Peaks - Alliance Entrance","Twin Peaks - Alliance Entrance","Twin Peaks - Alliance Entrance","Twin Peaks - Alliance Entrance","","","Twin Peaks - Alliance Entrance","Twin Peaks - Alliance Entrance","Twin Peaks - Alliance Entrance","","","","","","","","16712190"
"1727","726","1549,538","346,9549","1,285329","Twin Peaks - Horde Entrance","Twin Peaks - Horde Entrance","Twin Peaks - Horde Entrance","Twin Peaks - Horde Entrance","","","Twin Peaks - Horde Entrance","Twin Peaks - Horde Entrance","Twin Peaks - Horde Entrance","","","","","","","","16712190"
"1728","726","1561,16","212,76","13,8615","Twin Peaks - Horde Graveyard (Base)","Twin Peaks - Horde Graveyard (Base)","Twin Peaks - Horde Graveyard (Base)","Twin Peaks - Horde Graveyard (Base)","","","Twin Peaks - Horde Graveyard (Base)","Twin Peaks - Horde Graveyard (Base)","Twin Peaks - Horde Graveyard (Base)","","","","","","","","16712190"
"1729","726","2168,1","332,038","34,6959","Twin Peaks - Alliance Graveyard (Base)","Twin Peaks - Alliance Graveyard (Base)","Twin Peaks - Alliance Graveyard (Base)","Twin Peaks - Alliance Graveyard (Base)","","","Twin Peaks - Alliance Graveyard (Base)","Twin Peaks - Alliance Graveyard (Base)","Twin Peaks - Alliance Graveyard (Base)","","","","","","","","16712190"
